Date,PoslednaCena,Max,Min,SMA_20,EMA_20,WMA_20,HMA_20,TMA_20,RSI,MACD,CCI,ADX,Stoch,Signal,Start Date,End Date
2022-07-13,61500.0,61500.0,61500.0,,61500.0,,,,4.2216198892219836e-07,-7.275957614183426e-12,,,,Sell,2022-07-13,2022-07-13
2022-07-14,61500.0,61500.0,61500.0,,61500.0,,,,4.2216198892219836e-07,-7.275957614183426e-12,,,,Sell,2022-07-14,2022-07-14
2022-07-15,61500.0,61500.0,61500.0,,61500.0,,,,4.2216198892219836e-07,-7.275957614183426e-12,,,,Sell,2022-07-15,2022-07-15
2022-07-16,,,,,61500.0,,,,4.2216198892219836e-07,-7.275957614183426e-12,,,,Sell,2022-07-16,2022-07-16
2022-07-17,,,,,61500.0,,,,4.2216198892219836e-07,-7.275957614183426e-12,,,,Sell,2022-07-17,2022-07-17
2022-07-18,61500.0,61500.0,61500.0,,61500.0,,,,4.2216198892219836e-07,-7.275957614183426e-12,,,,Sell,2022-07-18,2022-07-18
2022-07-19,61500.0,61500.0,61500.0,,61500.0,,,,4.2216198892219836e-07,-7.275957614183426e-12,,,,Sell,2022-07-19,2022-07-19
2022-07-20,61500.0,61500.0,61500.0,,61500.0,,,,4.2216198892219836e-07,-7.275957614183426e-12,,,,Sell,2022-07-20,2022-07-20
2022-07-21,61500.0,61500.0,61500.0,,61500.0,,,,4.2216198892219836e-07,-7.275957614183426e-12,,,,Sell,2022-07-21,2022-07-21
2022-07-22,61500.0,61500.0,61500.0,,61500.0,,,,4.2216198892219836e-07,-7.275957614183426e-12,,,,Sell,2022-07-22,2022-07-22
2022-07-23,,,,,61500.0,,,,4.2216198892219836e-07,-7.275957614183426e-12,,,,Sell,2022-07-23,2022-07-23
2022-07-24,,,,,61500.0,,,,4.2216198892219836e-07,-7.275957614183426e-12,,,,Sell,2022-07-24,2022-07-24
2022-07-25,61500.0,61500.0,61500.0,,61500.0,,,,4.2216198892219836e-07,-7.275957614183426e-12,,,,Sell,2022-07-25,2022-07-25
2022-07-26,61500.0,61500.0,61500.0,,61500.0,,,,4.2216198892219836e-07,-7.275957614183426e-12,,,,Sell,2022-07-26,2022-07-26
2022-07-27,61500.0,61500.0,61500.0,,61500.0,,,,4.2216198892219836e-07,-7.275957614183426e-12,,,,Sell,2022-07-27,2022-07-27
2022-07-28,61500.0,61500.0,61500.0,,61500.0,,,,4.2216198892219836e-07,-7.275957614183426e-12,,,,Sell,2022-07-28,2022-07-28
2022-07-29,61500.0,61500.0,61500.0,,61500.0,,,,4.2216198892219836e-07,-7.275957614183426e-12,,,,Sell,2022-07-29,2022-07-29
2022-07-30,,,,,61500.0,,,,4.2216198892219836e-07,-7.275957614183426e-12,,,,Sell,2022-07-30,2022-07-30
2022-07-31,,,,,61500.0,,,,4.2216198892219836e-07,-7.275957614183426e-12,,,,Sell,2022-07-31,2022-07-31
2022-08-01,61500.0,61500.0,61500.0,,61500.0,,,,4.2216198892219836e-07,-7.275957614183426e-12,,,,Sell,2022-08-01,2022-08-01
2022-08-02,,,,,61500.0,,,,4.2216198892219836e-07,-7.275957614183426e-12,,,,Sell,2022-08-02,2022-08-02
2022-08-03,61500.0,61500.0,61500.0,,61500.0,,,,4.2216198892219836e-07,-7.275957614183426e-12,,,,Sell,2022-08-03,2022-08-03
2022-08-04,61500.0,61500.0,61500.0,,61500.0,,,,4.2216198892219836e-07,-7.275957614183426e-12,,,,Sell,2022-08-04,2022-08-04
2022-08-05,61500.0,61500.0,61500.0,,61500.0,,,,4.2216198892219836e-07,-7.275957614183426e-12,,,,Sell,2022-08-05,2022-08-05
2022-08-06,,,,,61500.0,,,,4.2216198892219836e-07,-7.275957614183426e-12,,,,Sell,2022-08-06,2022-08-06
2022-08-07,,,,,61500.0,,,,4.2216198892219836e-07,-7.275957614183426e-12,,,,Sell,2022-08-07,2022-08-07
2022-08-08,61500.0,61500.0,61500.0,,61500.0,,,,4.2216198892219836e-07,-7.275957614183426e-12,,,,Sell,2022-08-08,2022-08-08
2022-08-09,61500.0,61500.0,61500.0,,61500.0,,,,4.2216198892219836e-07,-7.275957614183426e-12,,,,Sell,2022-08-09,2022-08-09
2022-08-10,61500.0,61500.0,61500.0,,61500.0,,,,4.2216198892219836e-07,-7.275957614183426e-12,,,,Sell,2022-08-10,2022-08-10
2022-08-11,61500.0,61500.0,61500.0,,61500.0,,,,4.2216198892219836e-07,-7.275957614183426e-12,,,,Sell,2022-08-11,2022-08-11
2022-08-12,61500.0,61500.0,61500.0,,61500.0,,,,4.2216198892219836e-07,-7.275957614183426e-12,,,,Sell,2022-08-12,2022-08-12
2022-08-13,,,,,61500.0,,,,4.2216198892219836e-07,-7.275957614183426e-12,,,,Sell,2022-08-13,2022-08-13
2022-08-14,,,,,61500.0,,,,4.2216198892219836e-07,-7.275957614183426e-12,,,,Sell,2022-08-14,2022-08-14
2022-08-15,61500.0,61500.0,61500.0,,61500.0,,,,4.2216198892219836e-07,-7.275957614183426e-12,,,,Sell,2022-08-15,2022-08-15
2022-08-16,61500.0,61500.0,61500.0,,61500.0,,,,4.2216198892219836e-07,-7.275957614183426e-12,,,,Sell,2022-08-16,2022-08-16
2022-08-17,61500.0,61500.0,61500.0,,61500.0,,,,4.2216198892219836e-07,-7.275957614183426e-12,,,,Sell,2022-08-17,2022-08-17
2022-08-18,61500.0,61500.0,61500.0,,61500.0,,,,4.2216198892219836e-07,-7.275957614183426e-12,,,,Sell,2022-08-18,2022-08-18
2022-08-19,61500.0,61500.0,61500.0,,61500.0,,,,4.2216198892219836e-07,-7.275957614183426e-12,,,,Sell,2022-08-19,2022-08-19
2022-08-20,,,,,61500.0,,,,4.2216198892219836e-07,-7.275957614183426e-12,,,,Sell,2022-08-20,2022-08-20
2022-08-21,,,,,61500.0,,,,4.2216198892219836e-07,-7.275957614183426e-12,,,,Sell,2022-08-21,2022-08-21
2022-08-22,61500.0,61500.0,61500.0,,61500.0,,,,4.2216198892219836e-07,-7.275957614183426e-12,,,,Sell,2022-08-22,2022-08-22
2022-08-23,61500.0,61500.0,61500.0,,61500.0,,,,4.2216198892219836e-07,-7.275957614183426e-12,,,,Sell,2022-08-23,2022-08-23
2022-08-24,61500.0,61500.0,61500.0,,61500.0,,,,4.2216198892219836e-07,-7.275957614183426e-12,,,,Sell,2022-08-24,2022-08-24
2022-08-25,61500.0,61500.0,61500.0,,61500.0,,,,4.2216198892219836e-07,-7.275957614183426e-12,,,,Sell,2022-08-25,2022-08-25
2022-08-26,61500.0,61500.0,61500.0,,61500.0,,,,4.2216198892219836e-07,-7.275957614183426e-12,,,,Sell,2022-08-26,2022-08-26
2022-08-27,,,,,61500.0,,,,4.2216198892219836e-07,-7.275957614183426e-12,,,,Sell,2022-08-27,2022-08-27
2022-08-28,,,,,61500.0,,,,4.2216198892219836e-07,-7.275957614183426e-12,,,,Sell,2022-08-28,2022-08-28
2022-08-29,61500.0,61500.0,61500.0,,61500.0,,,,4.2216198892219836e-07,-7.275957614183426e-12,,,,Sell,2022-08-29,2022-08-29
2022-08-30,61500.0,61500.0,61500.0,,61500.0,,,,4.2216198892219836e-07,-7.275957614183426e-12,,,,Sell,2022-08-30,2022-08-30
2022-08-31,61500.0,61500.0,61500.0,,61500.0,,,,4.2216198892219836e-07,-7.275957614183426e-12,,,,Sell,2022-08-31,2022-08-31
2022-09-01,61500.0,61500.0,61500.0,,61500.0,,,,4.2216198892219836e-07,-7.275957614183426e-12,,,,Sell,2022-09-01,2022-09-01
2022-09-02,61500.0,61500.0,61500.0,,61500.0,,,,4.2216198892219836e-07,-7.275957614183426e-12,,,,Sell,2022-09-02,2022-09-02
2022-09-03,,,,,61500.0,,,,4.2216198892219836e-07,-7.275957614183426e-12,,,,Sell,2022-09-03,2022-09-03
2022-09-04,,,,,61500.0,,,,4.2216198892219836e-07,-7.275957614183426e-12,,,,Sell,2022-09-04,2022-09-04
2022-09-05,61500.0,61500.0,61500.0,,61500.0,,,,4.2216198892219836e-07,-7.275957614183426e-12,,,,Sell,2022-09-05,2022-09-05
2022-09-06,61500.0,61500.0,61500.0,,61500.0,,,,4.2216198892219836e-07,-7.275957614183426e-12,,,,Sell,2022-09-06,2022-09-06
2022-09-07,61500.0,61500.0,61500.0,,61500.0,,,,4.2216198892219836e-07,-7.275957614183426e-12,,,,Sell,2022-09-07,2022-09-07
2022-09-08,,,,,61500.0,,,,4.2216198892219836e-07,-7.275957614183426e-12,,,,Sell,2022-09-08,2022-09-08
2022-09-09,61500.0,61500.0,61500.0,,61500.0,,,,4.2216198892219836e-07,-7.275957614183426e-12,,,,Sell,2022-09-09,2022-09-09
2022-09-10,,,,,61500.0,,,,4.2216198892219836e-07,-7.275957614183426e-12,,,,Sell,2022-09-10,2022-09-10
2022-09-11,,,,,61500.0,,,,4.2216198892219836e-07,-7.275957614183426e-12,,,,Sell,2022-09-11,2022-09-11
2022-09-12,61500.0,61500.0,61500.0,,61500.0,,,,4.2216198892219836e-07,-7.275957614183426e-12,,,,Sell,2022-09-12,2022-09-12
2022-09-13,61500.0,61500.0,61500.0,,61500.0,,,,4.2216198892219836e-07,-7.275957614183426e-12,,,,Sell,2022-09-13,2022-09-13
2022-09-14,61500.0,61500.0,61500.0,,61500.0,,,,4.2216198892219836e-07,-7.275957614183426e-12,,,,Sell,2022-09-14,2022-09-14
2022-09-15,61500.0,61500.0,61500.0,,61500.0,,,,4.2216198892219836e-07,-7.275957614183426e-12,,,,Sell,2022-09-15,2022-09-15
2022-09-16,61500.0,61500.0,61500.0,,61500.0,,,,4.2216198892219836e-07,-7.275957614183426e-12,,,,Sell,2022-09-16,2022-09-16
2022-09-17,,,,,61500.0,,,,4.2216198892219836e-07,-7.275957614183426e-12,,,,Sell,2022-09-17,2022-09-17
2022-09-18,,,,,61500.0,,,,4.2216198892219836e-07,-7.275957614183426e-12,,,,Sell,2022-09-18,2022-09-18
2022-09-19,61500.0,61500.0,61500.0,,61500.0,,,,4.2216198892219836e-07,-7.275957614183426e-12,,,,Sell,2022-09-19,2022-09-19
2022-09-20,61500.0,61500.0,61500.0,,61500.0,,,,4.2216198892219836e-07,-7.275957614183426e-12,,,,Sell,2022-09-20,2022-09-20
2022-09-21,61500.0,61500.0,61500.0,,61500.0,,,,4.2216198892219836e-07,-7.275957614183426e-12,,,,Sell,2022-09-21,2022-09-21
2022-09-22,61500.0,61500.0,61500.0,,61500.0,,,,4.2216198892219836e-07,-7.275957614183426e-12,,,,Sell,2022-09-22,2022-09-22
2022-09-23,61500.0,61500.0,61500.0,,61500.0,,,,4.2216198892219836e-07,-7.275957614183426e-12,,,,Sell,2022-09-23,2022-09-23
2022-09-24,,,,,61500.0,,,,4.2216198892219836e-07,-7.275957614183426e-12,,,,Sell,2022-09-24,2022-09-24
2022-09-25,,,,,61500.0,,,,4.2216198892219836e-07,-7.275957614183426e-12,,,,Sell,2022-09-25,2022-09-25
2022-09-26,61500.0,61500.0,61500.0,,61500.0,,,,4.2216198892219836e-07,-7.275957614183426e-12,,,,Sell,2022-09-26,2022-09-26
2022-09-27,61500.0,61500.0,61500.0,,61500.0,,,,4.2216198892219836e-07,-7.275957614183426e-12,,,,Sell,2022-09-27,2022-09-27
2022-09-28,61500.0,61500.0,61500.0,,61500.0,,,,4.2216198892219836e-07,-7.275957614183426e-12,,,,Sell,2022-09-28,2022-09-28
2022-09-29,61500.0,61500.0,61500.0,,61500.0,,,,4.2216198892219836e-07,-7.275957614183426e-12,,,,Sell,2022-09-29,2022-09-29
2022-09-30,61500.0,61500.0,61500.0,,61500.0,,,,4.2216198892219836e-07,-7.275957614183426e-12,,,,Sell,2022-09-30,2022-09-30
2022-10-01,,,,,61500.0,,,,4.2216198892219836e-07,-7.275957614183426e-12,,,,Sell,2022-10-01,2022-10-01
2022-10-02,,,,,61500.0,,,,4.2216198892219836e-07,-7.275957614183426e-12,,,,Sell,2022-10-02,2022-10-02
2022-10-03,61500.0,61500.0,61500.0,,61500.0,,,,4.2216198892219836e-07,-7.275957614183426e-12,,,,Sell,2022-10-03,2022-10-03
2022-10-04,61500.0,61500.0,61500.0,,61500.0,,,,4.2216198892219836e-07,-7.275957614183426e-12,,,,Sell,2022-10-04,2022-10-04
2022-10-05,61500.0,61500.0,61500.0,,61500.0,,,,4.2216198892219836e-07,-7.275957614183426e-12,,,,Sell,2022-10-05,2022-10-05
2022-10-06,61500.0,61500.0,61500.0,,61500.0,,,,4.2216198892219836e-07,-7.275957614183426e-12,,,,Sell,2022-10-06,2022-10-06
2022-10-07,61500.0,61500.0,61500.0,,61500.0,,,,4.2216198892219836e-07,-7.275957614183426e-12,,,,Sell,2022-10-07,2022-10-07
2022-10-08,,,,,61500.0,,,,4.2216198892219836e-07,-7.275957614183426e-12,,,,Sell,2022-10-08,2022-10-08
2022-10-09,,,,,61500.0,,,,4.2216198892219836e-07,-7.275957614183426e-12,,,,Sell,2022-10-09,2022-10-09
2022-10-10,61500.0,61500.0,61500.0,,61500.0,,,,4.2216198892219836e-07,-7.275957614183426e-12,,,,Sell,2022-10-10,2022-10-10
2022-10-11,,,,,61500.0,,,,4.2216198892219836e-07,-7.275957614183426e-12,,,,Sell,2022-10-11,2022-10-11
2022-10-12,61500.0,61500.0,61500.0,,61500.0,,,,4.2216198892219836e-07,-7.275957614183426e-12,,,,Sell,2022-10-12,2022-10-12
2022-10-13,61500.0,61500.0,61500.0,,61500.0,,,,4.2216198892219836e-07,-7.275957614183426e-12,,,,Sell,2022-10-13,2022-10-13
2022-10-14,61500.0,61500.0,61500.0,,61500.0,,,,4.2216198892219836e-07,-7.275957614183426e-12,,,,Sell,2022-10-14,2022-10-14
2022-10-15,,,,,61500.0,,,,4.2216198892219836e-07,-7.275957614183426e-12,,,,Sell,2022-10-15,2022-10-15
2022-10-16,,,,,61500.0,,,,4.2216198892219836e-07,-7.275957614183426e-12,,,,Sell,2022-10-16,2022-10-16
2022-10-17,61500.0,61500.0,61500.0,,61500.0,,,,4.2216198892219836e-07,-7.275957614183426e-12,,,,Sell,2022-10-17,2022-10-17
2022-10-18,61500.0,61500.0,61500.0,,61500.0,,,,4.2216198892219836e-07,-7.275957614183426e-12,,,,Sell,2022-10-18,2022-10-18
2022-10-19,61500.0,61500.0,61500.0,,61500.0,,,,4.2216198892219836e-07,-7.275957614183426e-12,,,,Sell,2022-10-19,2022-10-19
2022-10-20,61500.0,61500.0,61500.0,,61500.0,,,,4.2216198892219836e-07,-7.275957614183426e-12,,,,Sell,2022-10-20,2022-10-20
2022-10-21,61500.0,61500.0,61500.0,,61500.0,,,,4.2216198892219836e-07,-7.275957614183426e-12,,,,Sell,2022-10-21,2022-10-21
2022-10-22,,,,,61500.0,,,,4.2216198892219836e-07,-7.275957614183426e-12,,,,Sell,2022-10-22,2022-10-22
2022-10-23,,,,,61500.0,,,,4.2216198892219836e-07,-7.275957614183426e-12,,,,Sell,2022-10-23,2022-10-23
2022-10-24,,,,,61500.0,,,,4.2216198892219836e-07,-7.275957614183426e-12,,,,Sell,2022-10-24,2022-10-24
2022-10-25,61500.0,61500.0,61500.0,,61500.0,,,,4.2216198892219836e-07,-7.275957614183426e-12,,,,Sell,2022-10-25,2022-10-25
2022-10-26,61500.0,61500.0,61500.0,,61500.0,,,,4.2216198892219836e-07,-7.275957614183426e-12,,,,Sell,2022-10-26,2022-10-26
2022-10-27,61500.0,61500.0,61500.0,,61500.0,,,,4.2216198892219836e-07,-7.275957614183426e-12,,,,Sell,2022-10-27,2022-10-27
2022-10-28,61500.0,61500.0,61500.0,,61500.0,,,,4.2216198892219836e-07,-7.275957614183426e-12,,,,Sell,2022-10-28,2022-10-28
2022-10-29,,,,,61500.0,,,,4.2216198892219836e-07,-7.275957614183426e-12,,,,Sell,2022-10-29,2022-10-29
2022-10-30,,,,,61500.0,,,,4.2216198892219836e-07,-7.275957614183426e-12,,,,Sell,2022-10-30,2022-10-30
2022-10-31,61500.0,61500.0,61500.0,,61500.0,,,,4.2216198892219836e-07,-7.275957614183426e-12,,,,Sell,2022-10-31,2022-10-31
2022-11-01,61500.0,61500.0,61500.0,,61500.0,,,,4.2216198892219836e-07,-7.275957614183426e-12,,,,Sell,2022-11-01,2022-11-01
2022-11-02,61500.0,61500.0,61500.0,,61500.0,,,,4.2216198892219836e-07,-7.275957614183426e-12,,,,Sell,2022-11-02,2022-11-02
2022-11-03,61500.0,61500.0,61500.0,,61500.0,,,,4.2216198892219836e-07,-7.275957614183426e-12,,,,Sell,2022-11-03,2022-11-03
2022-11-04,61500.0,61500.0,61500.0,,61500.0,,,,4.2216198892219836e-07,-7.275957614183426e-12,,,,Sell,2022-11-04,2022-11-04
2022-11-05,,,,,61500.0,,,,4.2216198892219836e-07,-7.275957614183426e-12,,,,Sell,2022-11-05,2022-11-05
2022-11-06,,,,,61500.0,,,,4.2216198892219836e-07,-7.275957614183426e-12,,,,Sell,2022-11-06,2022-11-06
2022-11-07,61500.0,61500.0,61500.0,,61500.0,,,,4.2216198892219836e-07,-7.275957614183426e-12,,,,Sell,2022-11-07,2022-11-07
2022-11-08,61500.0,61500.0,61500.0,,61500.0,,,,4.2216198892219836e-07,-7.275957614183426e-12,,,,Sell,2022-11-08,2022-11-08
2022-11-09,61500.0,61500.0,61500.0,,61500.0,,,,4.2216198892219836e-07,-7.275957614183426e-12,,,,Sell,2022-11-09,2022-11-09
2022-11-10,61500.0,61500.0,61500.0,,61500.0,,,,4.2216198892219836e-07,-7.275957614183426e-12,,,,Sell,2022-11-10,2022-11-10
2022-11-11,61500.0,61500.0,61500.0,,61500.0,,,,4.2216198892219836e-07,-7.275957614183426e-12,,,,Sell,2022-11-11,2022-11-11
2022-11-12,,,,,61500.0,,,,4.2216198892219836e-07,-7.275957614183426e-12,,,,Sell,2022-11-12,2022-11-12
2022-11-13,,,,,61500.0,,,,4.2216198892219836e-07,-7.275957614183426e-12,,,,Sell,2022-11-13,2022-11-13
2022-11-14,61500.0,61500.0,61500.0,,61500.0,,,,4.2216198892219836e-07,-7.275957614183426e-12,,,,Sell,2022-11-14,2022-11-14
2022-11-15,61500.0,61500.0,61500.0,,61500.0,,,,4.2216198892219836e-07,-7.275957614183426e-12,,,,Sell,2022-11-15,2022-11-15
2022-11-16,61500.0,61500.0,61500.0,,61500.0,,,,4.2216198892219836e-07,-7.275957614183426e-12,,,,Sell,2022-11-16,2022-11-16
2022-11-17,61500.0,61500.0,61500.0,,61500.0,,,,4.2216198892219836e-07,-7.275957614183426e-12,,,,Sell,2022-11-17,2022-11-17
2022-11-18,61500.0,61500.0,61500.0,,61500.0,,,,4.2216198892219836e-07,-7.275957614183426e-12,,,,Sell,2022-11-18,2022-11-18
2022-11-19,,,,,61500.0,,,,4.2216198892219836e-07,-7.275957614183426e-12,,,,Sell,2022-11-19,2022-11-19
2022-11-20,,,,,61500.0,,,,4.2216198892219836e-07,-7.275957614183426e-12,,,,Sell,2022-11-20,2022-11-20
2022-11-21,61500.0,61500.0,61500.0,,61500.0,,,,4.2216198892219836e-07,-7.275957614183426e-12,,,,Sell,2022-11-21,2022-11-21
2022-11-22,61500.0,61500.0,61500.0,,61500.0,,,,4.2216198892219836e-07,-7.275957614183426e-12,,,,Sell,2022-11-22,2022-11-22
2022-11-23,61500.0,61500.0,61500.0,,61500.0,,,,4.2216198892219836e-07,-7.275957614183426e-12,,,,Sell,2022-11-23,2022-11-23
2022-11-24,61500.0,61500.0,61500.0,,61500.0,,,,4.2216198892219836e-07,-7.275957614183426e-12,,,,Sell,2022-11-24,2022-11-24
2022-11-25,61500.0,61500.0,61500.0,,61500.0,,,,4.2216198892219836e-07,-7.275957614183426e-12,,,,Sell,2022-11-25,2022-11-25
2022-11-26,,,,,61500.0,,,,4.2216198892219836e-07,-7.275957614183426e-12,,,,Sell,2022-11-26,2022-11-26
2022-11-27,,,,,61500.0,,,,4.2216198892219836e-07,-7.275957614183426e-12,,,,Sell,2022-11-27,2022-11-27
2022-11-28,61500.0,61500.0,61500.0,,61500.0,,,,4.2216198892219836e-07,-7.275957614183426e-12,,,,Sell,2022-11-28,2022-11-28
2022-11-29,61500.0,61500.0,61500.0,,61500.0,,,,4.2216198892219836e-07,-7.275957614183426e-12,,,,Sell,2022-11-29,2022-11-29
2022-11-30,61500.0,61500.0,61500.0,,61500.0,,,,4.2216198892219836e-07,-7.275957614183426e-12,,,,Sell,2022-11-30,2022-11-30
2022-12-01,61500.0,61500.0,61500.0,,61500.0,,,,4.2216198892219836e-07,-7.275957614183426e-12,,,,Sell,2022-12-01,2022-12-01
2022-12-02,61500.0,61500.0,61500.0,,61500.0,,,,4.2216198892219836e-07,-7.275957614183426e-12,,,,Sell,2022-12-02,2022-12-02
2022-12-03,,,,,61500.0,,,,4.2216198892219836e-07,-7.275957614183426e-12,,,,Sell,2022-12-03,2022-12-03
2022-12-04,,,,,61500.0,,,,4.2216198892219836e-07,-7.275957614183426e-12,,,,Sell,2022-12-04,2022-12-04
2022-12-05,61500.0,61500.0,61500.0,,61500.0,,,,4.2216198892219836e-07,-7.275957614183426e-12,,,,Sell,2022-12-05,2022-12-05
2022-12-06,61500.0,61500.0,61500.0,,61500.0,,,,4.2216198892219836e-07,-7.275957614183426e-12,,,,Sell,2022-12-06,2022-12-06
2022-12-07,61500.0,61500.0,61500.0,,61500.0,,,,4.2216198892219836e-07,-7.275957614183426e-12,,,,Sell,2022-12-07,2022-12-07
2022-12-08,,,,,61500.0,,,,4.2216198892219836e-07,-7.275957614183426e-12,,,,Sell,2022-12-08,2022-12-08
2022-12-09,61500.0,61500.0,61500.0,,61500.0,,,,4.2216198892219836e-07,-7.275957614183426e-12,,,,Sell,2022-12-09,2022-12-09
2022-12-10,,,,,61500.0,,,,4.2216198892219836e-07,-7.275957614183426e-12,,,,Sell,2022-12-10,2022-12-10
2022-12-11,,,,,61500.0,,,,4.2216198892219836e-07,-7.275957614183426e-12,,,,Sell,2022-12-11,2022-12-11
2022-12-12,61500.0,61500.0,61500.0,,61500.0,,,,4.2216198892219836e-07,-7.275957614183426e-12,,,,Sell,2022-12-12,2022-12-12
2022-12-13,61500.0,61500.0,61500.0,,61500.0,,,,4.2216198892219836e-07,-7.275957614183426e-12,,,,Sell,2022-12-13,2022-12-13
2022-12-14,61500.0,61500.0,61500.0,,61500.0,,,,4.2216198892219836e-07,-7.275957614183426e-12,,,,Sell,2022-12-14,2022-12-14
2022-12-15,61500.0,61500.0,61500.0,,61500.0,,,,4.2216198892219836e-07,-7.275957614183426e-12,,,,Sell,2022-12-15,2022-12-15
2022-12-16,61500.0,61500.0,61500.0,,61500.0,,,,4.2216198892219836e-07,-7.275957614183426e-12,,,,Sell,2022-12-16,2022-12-16
2022-12-17,,,,,61500.0,,,,4.2216198892219836e-07,-7.275957614183426e-12,,,,Sell,2022-12-17,2022-12-17
2022-12-18,,,,,61500.0,,,,4.2216198892219836e-07,-7.275957614183426e-12,,,,Sell,2022-12-18,2022-12-18
2022-12-19,61500.0,61500.0,61500.0,,61500.0,,,,4.2216198892219836e-07,-7.275957614183426e-12,,,,Sell,2022-12-19,2022-12-19
2022-12-20,61500.0,61500.0,61500.0,,61500.0,,,,4.2216198892219836e-07,-7.275957614183426e-12,,,,Sell,2022-12-20,2022-12-20
2022-12-21,61500.0,61500.0,61500.0,,61500.0,,,,4.2216198892219836e-07,-7.275957614183426e-12,,,,Sell,2022-12-21,2022-12-21
2022-12-22,61500.0,61500.0,61500.0,,61500.0,,,,4.2216198892219836e-07,-7.275957614183426e-12,,,,Sell,2022-12-22,2022-12-22
2022-12-23,61500.0,61500.0,61500.0,,61500.0,,,,4.2216198892219836e-07,-7.275957614183426e-12,,,,Sell,2022-12-23,2022-12-23
2022-12-24,,,,,61500.0,,,,4.2216198892219836e-07,-7.275957614183426e-12,,,,Sell,2022-12-24,2022-12-24
2022-12-25,,,,,61500.0,,,,4.2216198892219836e-07,-7.275957614183426e-12,,,,Sell,2022-12-25,2022-12-25
2022-12-26,61500.0,61500.0,61500.0,,61500.0,,,,4.2216198892219836e-07,-7.275957614183426e-12,,,,Sell,2022-12-26,2022-12-26
2022-12-27,61500.0,61500.0,61500.0,,61500.0,,,,4.2216198892219836e-07,-7.275957614183426e-12,,,,Sell,2022-12-27,2022-12-27
2022-12-28,61500.0,61500.0,61500.0,,61500.0,,,,4.2216198892219836e-07,-7.275957614183426e-12,,,,Sell,2022-12-28,2022-12-28
2022-12-29,61500.0,61500.0,61500.0,,61500.0,,,,4.2216198892219836e-07,-7.275957614183426e-12,,,,Sell,2022-12-29,2022-12-29
2022-12-30,,,,,61500.0,,,,4.2216198892219836e-07,-7.275957614183426e-12,,,,Sell,2022-12-30,2022-12-30
2022-12-31,,,,,61500.0,,,,4.2216198892219836e-07,-7.275957614183426e-12,,,,Sell,2022-12-31,2022-12-31
2023-01-01,,,,,61500.0,,,,4.2216198892219836e-07,-7.275957614183426e-12,,,,Sell,2023-01-01,2023-01-01
2023-01-02,,,,,61500.0,,,,4.2216198892219836e-07,-7.275957614183426e-12,,,,Sell,2023-01-02,2023-01-02
2023-01-03,61500.0,61500.0,61500.0,,61500.0,,,,4.2216198892219836e-07,-7.275957614183426e-12,,,,Sell,2023-01-03,2023-01-03
2023-01-04,61500.0,61500.0,61500.0,,61500.0,,,,4.2216198892219836e-07,-7.275957614183426e-12,,,,Sell,2023-01-04,2023-01-04
2023-01-05,61500.0,61500.0,61500.0,,61500.0,,,,4.2216198892219836e-07,-7.275957614183426e-12,,,,Sell,2023-01-05,2023-01-05
2023-01-06,,,,,61500.0,,,,4.2216198892219836e-07,-7.275957614183426e-12,,,,Sell,2023-01-06,2023-01-06
2023-01-07,,,,,61500.0,,,,4.2216198892219836e-07,-7.275957614183426e-12,,,,Sell,2023-01-07,2023-01-07
2023-01-08,,,,,61500.0,,,,4.2216198892219836e-07,-7.275957614183426e-12,,,,Sell,2023-01-08,2023-01-08
2023-01-09,61500.0,61500.0,61500.0,,61500.0,,,,4.2216198892219836e-07,-7.275957614183426e-12,,,,Sell,2023-01-09,2023-01-09
2023-01-10,61500.0,61500.0,61500.0,,61500.0,,,,4.2216198892219836e-07,-7.275957614183426e-12,,,,Sell,2023-01-10,2023-01-10
2023-01-11,61500.0,61500.0,61500.0,,61500.0,,,,4.2216198892219836e-07,-7.275957614183426e-12,,,,Sell,2023-01-11,2023-01-11
2023-01-12,61500.0,61500.0,61500.0,,61500.0,,,,4.2216198892219836e-07,-7.275957614183426e-12,,,,Sell,2023-01-12,2023-01-12
2023-01-13,61500.0,61500.0,61500.0,,61500.0,,,,4.2216198892219836e-07,-7.275957614183426e-12,,,,Sell,2023-01-13,2023-01-13
2023-01-14,,,,,61500.0,,,,4.2216198892219836e-07,-7.275957614183426e-12,,,,Sell,2023-01-14,2023-01-14
2023-01-15,,,,,61500.0,,,,4.2216198892219836e-07,-7.275957614183426e-12,,,,Sell,2023-01-15,2023-01-15
2023-01-16,61500.0,61500.0,61500.0,,61500.0,,,,4.2216198892219836e-07,-7.275957614183426e-12,,,,Sell,2023-01-16,2023-01-16
2023-01-17,61500.0,61500.0,61500.0,,61500.0,,,,4.2216198892219836e-07,-7.275957614183426e-12,,,,Sell,2023-01-17,2023-01-17
2023-01-18,61500.0,61500.0,61500.0,,61500.0,,,,4.2216198892219836e-07,-7.275957614183426e-12,,,,Sell,2023-01-18,2023-01-18
2023-01-19,,,,,61500.0,,,,4.2216198892219836e-07,-7.275957614183426e-12,,,,Sell,2023-01-19,2023-01-19
2023-01-20,61500.0,61500.0,61500.0,,61500.0,,,,4.2216198892219836e-07,-7.275957614183426e-12,,,,Sell,2023-01-20,2023-01-20
2023-01-21,,,,,61500.0,,,,4.2216198892219836e-07,-7.275957614183426e-12,,,,Sell,2023-01-21,2023-01-21
